source	term	raw_term	source_id	source_type	count	synset	overlap_clean	overlap_merged	existing_clean_roles	existing_clean_sources	existing_merged_roles	existing_merged_sources	source_url
visual_genome_attributes	square	square		raw_attribute	4261	square.a.01	yes	yes	shape_attribute	vaw	shape_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	little	little		raw_attribute	4174	small.a.01	yes	yes	size_attribute	ovad|vaw	size_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	closed	closed		raw_attribute	4145	closed.a.01	yes	yes	state_attribute	ovad|vaw	state_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	stone	stone		raw_attribute	4136	stone.s.01	yes	yes	material_attribute	ovad|paco|vaw	material_attribute	ovad|paco|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	thin	thin		raw_attribute	3617	thin.a.01	yes	yes	size_attribute	vaw	size_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	dirty	dirty		raw_attribute	3594	dirty.a.01	yes	yes	condition_attribute	ovad|vaw	condition_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	smiling	smiling		raw_attribute	3410	smile.v.01	yes	yes	expression_attribute	ovad|vaw	expression_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	thick	thick		raw_attribute	3385	thick.a.01	yes	yes	size_attribute	vaw	size_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	playing	playing		raw_attribute	2917	play.v.01	yes	yes	activity_attribute	vaw	activity_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	calm	calm		raw_attribute	2830	calm.s.01	yes	yes	expression_attribute	ovad|vaw	expression_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	leather	leather		raw_attribute	2811	leather.n.01	yes	yes	material_attribute	ovad|paco|vaw	material_attribute	ovad|paco|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	rectangular	rectangular		raw_attribute	2717	rectangular.s.01	yes	yes	shape_attribute	vaw	shape_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	dry	dry		raw_attribute	2649	dry.a.01	yes	yes	state_attribute	ovad|vaw	state_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	light brown	light brown		raw_attribute	2599	brown.s.01	yes	yes	color_attribute	paco|vaw	color_attribute	paco|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	cement	cement		raw_attribute	2484	cement.n.01	yes	yes	material_attribute	ovad|vaw	material_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	light blue	light blue		raw_attribute	2362	blue.s.01	yes	yes	color_attribute	paco|vaw	color_attribute	paco|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	tiled	tiled		raw_attribute	2346	tiled.s.01	yes	yes	material_attribute|pattern_attribute	ovad|vaw	material_attribute|pattern_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	cooked	cooked		raw_attribute	2324	cooked.a.01	yes	yes	attribute|food_state_attribute	ovad|vaw	attribute|food_state_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	curved	curved		raw_attribute	2242	curved.a.01	yes	yes	shape_attribute	vaw	shape_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	eating	eating		raw_attribute	2143	eat.v.01	yes	yes	activity_attribute	vaw	activity_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	paper	paper 		raw_attribute	2124	paper.n.01	yes	yes	material_attribute	ovad|paco|vaw	material_attribute	ovad|paco|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	fluffy	fluffy		raw_attribute	2106	downy.s.01	yes	yes	material_attribute|texture_attribute	ovad|vaw	material_attribute|texture_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	plaid	plaid		raw_attribute	2028	tartan.n.01	yes	yes	pattern_attribute	ovad|vaw	pattern_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	dirt	dirt		raw_attribute	2020	dirt.s.01	yes	yes	condition_attribute|material_attribute	ovad|vaw	condition_attribute|material_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	watching	watching		raw_attribute	2001	watch.v.01	yes	yes	activity_attribute	vaw	activity_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	dark brown	dark brown		raw_attribute	1957	brown.s.01	yes	yes	color_attribute	paco|vaw	color_attribute	paco|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	circular	circular		raw_attribute	1953	round.a.01	yes	yes	shape_attribute	vaw	shape_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	clean	clean		raw_attribute	1950	clean.a.01	yes	yes	condition_attribute	ovad|vaw	condition_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	steel	steel		raw_attribute	1873	steel.n.01	yes	yes	material_attribute	ovad|vaw	material_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	covered	covered		raw_attribute	1830	covered.a.01	yes	yes	state_attribute	ovad	state_attribute	ovad	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	full	full		raw_attribute	1812	full.a.01	yes	yes	state_attribute	ovad|vaw	state_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	baby	baby		raw_attribute	1753	baby.n.01	yes	yes	age_attribute|attribute	ovad|vaw	age_attribute|attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	skiing	skiing		raw_attribute	1753	ski.v.01	yes	yes	activity_attribute	vaw	activity_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	dark blue	Dark blue		raw_attribute	1697	blue.s.01	yes	yes	color_attribute	paco|vaw	color_attribute	paco|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	ceramic	ceramic		raw_attribute	1664	ceramic.a.01	yes	yes	material_attribute	ovad|paco|vaw	material_attribute	ovad|paco|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	grazing	grazing		raw_attribute	1641	crop.v.05	yes	yes	activity_attribute	vaw	activity_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	sandy	sandy		raw_attribute	1624	flaxen.s.01	yes	yes	material_attribute	ovad|vaw	material_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	golden	golden		raw_attribute	1621	aureate.s.02	yes	yes	color_attribute	vaw	color_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	chocolate	chocolate		raw_attribute	1585	cocoa.n.01	yes	yes	color_attribute|material_attribute	css_color_4|vaw	color_attribute|material_attribute	css_color_4|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	wide	wide		raw_attribute	1544	wide.a.01	yes	yes	size_attribute	vaw	size_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	chrome	chrome		raw_attribute	1525	chrome.n.01	yes	yes	material_attribute	vaw	material_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	cut	cut		raw_attribute	1495	cut.a.01	yes	yes	attribute|state_attribute	ovad|vaw	attribute|state_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	water	water		raw_attribute	1447	water.n.01	yes	yes	material_attribute	vaw	material_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	metallic	metallic		raw_attribute	1398	metallic.a.01	yes	yes	material_attribute	ovad	material_attribute	ovad	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	snowy	snowy		raw_attribute	1383	white.s.04	yes	yes	material_attribute	vaw	material_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	spotted	spotted		raw_attribute	1380	patched.s.02	yes	yes	pattern_attribute	ovad|vaw	pattern_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	folded	folded		raw_attribute	1370	fold.v.01	yes	yes	state_attribute	ovad|vaw	state_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	pointy	pointy		raw_attribute	1347		yes	yes	shape_attribute	vaw	shape_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	running	running		raw_attribute	1338	run.v.01	yes	yes	activity_attribute|pose_attribute	vaw	activity_attribute|pose_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	furry	furry		raw_attribute	1311	furred.s.01	yes	yes	material_attribute|texture_attribute	ovad|vaw	material_attribute|texture_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	rocky	rocky		raw_attribute	1290	rocky.s.01	yes	yes	material_attribute	ovad|vaw	material_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	tiny	tiny		raw_attribute	1288	bantam.s.01	yes	yes	size_attribute	ovad|vaw	size_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	fresh	fresh		raw_attribute	1277	fresh.a.01	yes	yes	attribute|food_state_attribute	ovad|vaw	attribute|food_state_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	floral	floral		raw_attribute	1270	floral.s.01	yes	yes	pattern_attribute	fashionpedia|ovad|paco|vaw	pattern_attribute	fashionpedia|ovad|paco|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	stainless steel	stainless steel		raw_attribute	1248		yes	yes	material_attribute	ovad|vaw	material_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	high	high		raw_attribute	1239	high.a.01	yes	yes	size_attribute	vaw	size_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	surfing	surfing		raw_attribute	1237	surfboard.v.01	yes	yes	activity_attribute	vaw	activity_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	close	close		raw_attribute	1235	close.a.01	yes	yes	spatial_attribute	vaw	spatial_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	off	off		raw_attribute	1230	off.a.01	yes	yes	attribute|state_attribute	ovad|vaw	attribute|state_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	leaning	leaning		raw_attribute	1223	lean.v.01	yes	yes	pose_attribute	vaw	pose_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	dark green	dark green		raw_attribute	1219	green.s.01	yes	yes	color_attribute	paco|vaw	color_attribute	paco|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	multicolored	multicolored		raw_attribute	1207	motley.s.02	yes	yes	color_attribute	ovad|vaw	color_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	huge	huge		raw_attribute	1179	huge.s.01	yes	yes	size_attribute	ovad|vaw	size_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	checkered	checkered		raw_attribute	1162	checked.s.01	yes	yes	pattern_attribute	ovad|paco|vaw	pattern_attribute	ovad|paco|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	broken	broken		raw_attribute	1148	broken.a.01	yes	yes	attribute|state_attribute	ovad|vaw	attribute|state_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	maroon	maroon		raw_attribute	1139	maroon.s.01	yes	yes	color_attribute	css_color_4|vaw	color_attribute	css_color_4|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	iron	iron		raw_attribute	1138	cast-iron.s.01	yes	yes	material_attribute	ovad|vaw	material_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	patterned	patterned		raw_attribute	1120	patterned.a.01	yes	yes	pattern_attribute	vaw	pattern_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	light colored	light colored		raw_attribute	1099	colored.a.01	yes	yes	tone_attribute	vaw	tone_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	overcast	overcast		raw_attribute	1085	cloud-covered.s.01	yes	yes	weather_attribute	vaw	weather_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	waiting	waiting		raw_attribute	1084	wait.v.01	yes	yes	activity_attribute	vaw	activity_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	rubber	rubber		raw_attribute	1064	rubber.s.01	yes	yes	material_attribute	fashionpedia|ovad|vaw	material_attribute	fashionpedia|ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	riding	riding		raw_attribute	1064	rid.v.01	yes	yes	activity_attribute	vaw	activity_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	skinny	skinny		raw_attribute	1040	scraggy.s.01	yes	yes	size_attribute	vaw	size_attribute	vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	porcelain	porcelain		raw_attribute	1028	porcelain.n.01	yes	yes	material_attribute	ovad|vaw	material_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
visual_genome_attributes	adult	adult		raw_attribute	1018	adult.s.01	yes	yes	age_attribute	ovad|vaw	age_attribute	ovad|vaw	https://homes.cs.washington.edu/~ranjay/visualgenome/data/dataset/attributes.json.zip
